Microorganism,Antibiotics,Year,Country,N,%R,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories
Pseudomonas aeruginosa,fluoroquinolones,2012,Ireland,215,14.9,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Austria,487,14.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Germany,434,19.6,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Belgium,329,18.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Bulgaria,52,32.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Luxembourg,31,19.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,France,1723,22.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Croatia,194,23.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Spain,848,21.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Hungary,618,22.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Portugal,587,25.6,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Latvia,18,22.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Estonia,32,15.6,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Italy,675,31.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Poland,175,26.9,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Czech Republic,489,30.9,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Greece,864,44.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Romania,45,53.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2012,Slovakia,199,56.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Iceland,11,0.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Denmark,408,3.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,United Kingdom,711,5.8,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Sweden,531,6.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Netherlands,370,6.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Malta,25,8.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Norway,205,8.8,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Cyprus,47,10.6,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Lithuania,37,10.8,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Slovenia,133,11.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Finland,316,11.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Ireland,205,12.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Austria,533,15.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Germany,607,16.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Belgium,486,16.9,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Bulgaria,60,18.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Luxembourg,34,20.6,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,France,1863,21.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Croatia,240,21.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Spain,825,22.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Hungary,667,23.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Portugal,735,23.9,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Latvia,25,24.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Estonia,20,25.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Italy,773,28.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Poland,194,29.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Czech Republic,516,33.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Greece,853,43.5,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Romania,84,45.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2013,Slovakia,286,53.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Iceland,12,8.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Denmark,361,3.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,United Kingdom,491,3.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Netherlands,374,4.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Sweden,272,1.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Cyprus,48,18.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Finland,270,7.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Lithuania,31,6.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Spain,749,6.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Norway,163,3.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Ireland,218,8.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Luxembourg,32,6.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Belgium,121,11.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Austria,503,8.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Slovenia,95,14.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Bulgaria,41,14.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,France,1125,20.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Germany,315,15.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Hungary,596,13.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Latvia,21,19.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Malta,42,35.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Croatia,208,15.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Portugal,546,17.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Czech Republic,510,27.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Greece,998,38.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Italy,429,21.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2010,Poland,163,29.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Iceland,17,5.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Denmark,405,5.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,United Kingdom,557,4.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Netherlands,391,6.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Sweden,386,4.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Cyprus,51,19.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Finland,211,15.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Lithuania,30,13.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Spain,833,6.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Norway,142,4.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Ireland,172,2.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Luxembourg,32,15.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Belgium,376,15.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Austria,528,13.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Slovenia,118,12.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Bulgaria,43,23.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,France,1572,22.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Germany,386,14.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Hungary,599,10.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Latvia,11,9.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Malta,42,23.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Croatia,224,23.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Portugal,522,19.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Czech Republic,448,22.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Greece,923,31.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Italy,233,21.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Poland,191,31.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2011,Slovakia,266,41.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Iceland,10,10.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Denmark,389,4.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,United Kingdom,636,3.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Netherlands,386,5.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Sweden,271,5.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Cyprus,50,10.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Finland,314,7.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Lithuania,28,10.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Spain,835,6.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Norway,198,7.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Ireland,216,16.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Estonia,31,16.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Luxembourg,31,16.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Belgium,342,9.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Austria,588,18.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Slovenia,134,7.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Bulgaria,50,26.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,France,1627,19.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Germany,432,15.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Hungary,610,19.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Latvia,17,17.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Malta,31,9.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Croatia,194,21.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Portugal,586,19.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Czech Republic,489,26.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Greece,849,34.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Italy,541,30.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Poland,157,29.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Slovakia,195,38.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2012,Romania,44,50.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Iceland,11,0.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Denmark,414,2.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,United Kingdom,671,4.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Netherlands,381,6.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Sweden,531,7.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Cyprus,47,8.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Finland,326,8.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Lithuania,35,8.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Spain,818,8.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Norway,198,9.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Ireland,202,11.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Estonia,17,11.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Luxembourg,34,11.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Belgium,431,13.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Austria,616,13.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Slovenia,133,13.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Bulgaria,59,13.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,France,1815,15.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Germany,608,18.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Hungary,657,19.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Latvia,24,20.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Malta,24,20.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Croatia,233,23.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Portugal,87,24.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Czech Republic,516,27.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Greece,863,29.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Italy,754,30.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Poland,171,31.6,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Slovakia,265,41.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2013,Romania,80,55.0,,,,
Staphylococcus aureus,meticillin,2010,Iceland,65,1.5,,,,
Staphylococcus aureus,meticillin,2010,Norway,1047,0.6,,,,
Staphylococcus aureus,meticillin,2010,Sweden,2858,0.5,,,,
Staphylococcus aureus,meticillin,2010,Netherlands,1564,1.2,,,,
Staphylococcus aureus,meticillin,2010,Denmark,1362,1.3,,,,
Staphylococcus aureus,meticillin,2010,Finland,1094,2.3,,,,
Staphylococcus aureus,meticillin,2010,Estonia,145,0.7,,,,
Staphylococcus aureus,meticillin,2010,Latvia,153,13.7,,,,
Staphylococcus aureus,meticillin,2010,Luxembourg,133,16.5,,,,
Staphylococcus aureus,meticillin,2010,Slovenia,476,12.0,,,,
Staphylococcus aureus,meticillin,2010,Austria,1813,7.4,,,,
Staphylococcus aureus,meticillin,2010,Lithuania,255,14.1,,,,
Staphylococcus aureus,meticillin,2010,Germany,1980,20.9,,,,
Staphylococcus aureus,meticillin,2010,Czech Republic,1593,13.5,,,,
Staphylococcus aureus,meticillin,2010,United Kingdom,2684,21.6,,,,
Staphylococcus aureus,meticillin,2010,Poland,526,13.1,,,,
Staphylococcus aureus,meticillin,2010,Belgium,1057,20.5,,,,
Staphylococcus aureus,meticillin,2010,France,4859,21.6,,,,
Staphylococcus aureus,meticillin,2010,Bulgaria,200,19.0,,,,
Staphylococcus aureus,meticillin,2010,Ireland,1207,23.9,,,,
Staphylococcus aureus,meticillin,2010,Spain,1986,25.3,,,,
Staphylococcus aureus,meticillin,2010,Hungary,1224,30.2,,,,
Staphylococcus aureus,meticillin,2010,Croatia,357,26.1,,,,
Staphylococcus aureus,meticillin,2010,Cyprus,99,32.3,,,,
Staphylococcus aureus,meticillin,2010,Italy,1766,36.5,,,,
Staphylococcus aureus,meticillin,2010,Greece,867,39.2,,,,
Staphylococcus aureus,meticillin,2010,Portugal,1633,53.4,,,,
Staphylococcus aureus,meticillin,2010,Malta,108,48.1,,,,
Staphylococcus aureus,meticillin,2010,Romania,46,39.1,,,,
Staphylococcus aureus,meticillin,2011,Iceland,71,2.8,,,,
Staphylococcus aureus,meticillin,2011,Norway,1223,0.3,,,,
Staphylococcus aureus,meticillin,2011,Sweden,3751,1.0,,,,
Staphylococcus aureus,meticillin,2011,Netherlands,1801,1.4,,,,
Staphylococcus aureus,meticillin,2011,Denmark,1452,1.2,,,,
Staphylococcus aureus,meticillin,2011,Finland,1319,3.2,,,,
Staphylococcus aureus,meticillin,2011,Estonia,116,1.7,,,,
Staphylococcus aureus,meticillin,2011,Latvia,192,9.9,,,,
Staphylococcus aureus,meticillin,2011,Luxembourg,127,20.5,,,,
Staphylococcus aureus,meticillin,2011,Slovenia,464,7.1,,,,
Staphylococcus aureus,meticillin,2011,Austria,1966,7.4,,,,
Staphylococcus aureus,meticillin,2011,Lithuania,278,5.4,,,,
Staphylococcus aureus,meticillin,2011,Germany,2388,16.1,,,,
Staphylococcus aureus,meticillin,2011,Czech Republic,1555,14.5,,,,
Staphylococcus aureus,meticillin,2011,United Kingdom,3408,13.6,,,,
Staphylococcus aureus,meticillin,2011,Poland,860,24.3,,,,
Staphylococcus aureus,meticillin,2011,Belgium,1744,17.4,,,,
Staphylococcus aureus,meticillin,2011,France,4716,20.1,,,,
Staphylococcus aureus,meticillin,2011,Bulgaria,214,22.4,,,,
Staphylococcus aureus,meticillin,2011,Ireland,1057,23.7,,,,
Staphylococcus aureus,meticillin,2011,Spain,1950,22.5,,,,
Staphylococcus aureus,meticillin,2011,Hungary,1156,26.2,,,,
Staphylococcus aureus,meticillin,2011,Croatia,415,27.7,,,,
Staphylococcus aureus,meticillin,2011,Slovakia,566,26.1,,,,
Staphylococcus aureus,meticillin,2011,Cyprus,113,41.6,,,,
Staphylococcus aureus,meticillin,2011,Italy,1261,38.2,,,,
Staphylococcus aureus,meticillin,2011,Greece,784,39.2,,,,
Staphylococcus aureus,meticillin,2011,Portugal,1307,54.6,,,,
Staphylococcus aureus,meticillin,2011,Malta,130,49.2,,,,
Staphylococcus aureus,meticillin,2011,Romania,109,49.5,,,,
Staphylococcus aureus,meticillin,2012,Iceland,58,1.7,,,,
Staphylococcus aureus,meticillin,2012,Norway,1430,1.3,,,,
Staphylococcus aureus,meticillin,2012,Sweden,3262,0.7,,,,
Staphylococcus aureus,meticillin,2012,Netherlands,1944,1.3,,,,
Staphylococcus aureus,meticillin,2012,Denmark,1431,1.3,,,,
Staphylococcus aureus,meticillin,2012,Finland,1409,2.1,,,,
Staphylococcus aureus,meticillin,2012,Estonia,104,7.7,,,,
Staphylococcus aureus,meticillin,2012,Latvia,211,9.0,,,,
Staphylococcus aureus,meticillin,2012,Luxembourg,131,15.3,,,,
Staphylococcus aureus,meticillin,2012,Slovenia,445,10.3,,,,
Staphylococcus aureus,meticillin,2012,Austria,2164,7.7,,,,
Staphylococcus aureus,meticillin,2012,Lithuania,323,10.2,,,,
Staphylococcus aureus,meticillin,2012,Germany,2563,15.4,,,,
Staphylococcus aureus,meticillin,2012,Czech Republic,1611,13.0,,,,
Staphylococcus aureus,meticillin,2012,United Kingdom,2679,14.0,,,,
Staphylococcus aureus,meticillin,2012,Poland,781,25.5,,,,
Staphylococcus aureus,meticillin,2012,Belgium,1568,16.6,,,,
Staphylococcus aureus,meticillin,2012,France,5228,19.2,,,,
Staphylococcus aureus,meticillin,2012,Bulgaria,227,19.8,,,,
Staphylococcus aureus,meticillin,2012,Ireland,1038,22.6,,,,
Staphylococcus aureus,meticillin,2012,Spain,1899,24.2,,,,
Staphylococcus aureus,meticillin,2012,Hungary,1143,24.8,,,,
Staphylococcus aureus,meticillin,2012,Croatia,403,21.3,,,,
Staphylococcus aureus,meticillin,2012,Slovakia,474,21.7,,,,
Staphylococcus aureus,meticillin,2012,Cyprus,165,35.2,,,,
Staphylococcus aureus,meticillin,2012,Italy,1636,35.2,,,,
Staphylococcus aureus,meticillin,2012,Greece,876,41.0,,,,
Staphylococcus aureus,meticillin,2012,Portugal,1455,53.8,,,,
Staphylococcus aureus,meticillin,2012,Malta,102,47.1,,,,
Staphylococcus aureus,meticillin,2012,Romania,229,53.3,,,,
Staphylococcus aureus,meticillin,2013,Iceland,69,0.0,,,,
Staphylococcus aureus,meticillin,2013,Norway,1473,0.7,,,,
Staphylococcus aureus,meticillin,2013,Sweden,4099,1.0,,,,
Staphylococcus aureus,meticillin,2013,Netherlands,2062,1.2,,,,
Staphylococcus aureus,meticillin,2013,Denmark,1685,1.7,,,,
Staphylococcus aureus,meticillin,2013,Finland,1555,1.7,,,,
Staphylococcus aureus,meticillin,2013,Estonia,170,3.5,,,,
Staphylococcus aureus,meticillin,2013,Latvia,172,7.0,,,,
Staphylococcus aureus,meticillin,2013,Luxembourg,135,8.9,,,,
Staphylococcus aureus,meticillin,2013,Slovenia,465,9.0,,,,
Staphylococcus aureus,meticillin,2013,Austria,2534,9.2,,,,
Staphylococcus aureus,meticillin,2013,Lithuania,267,9.7,,,,
Staphylococcus aureus,meticillin,2013,Germany,3070,12.8,,,,
Staphylococcus aureus,meticillin,2013,Czech Republic,1707,13.2,,,,
Staphylococcus aureus,meticillin,2013,United Kingdom,2117,13.7,,,,
Staphylococcus aureus,meticillin,2013,Poland,743,16.0,,,,
Staphylococcus aureus,meticillin,2013,Belgium,1612,16.9,,,,
Staphylococcus aureus,meticillin,2013,France,5431,17.0,,,,
Staphylococcus aureus,meticillin,2013,Bulgaria,214,19.2,,,,
Staphylococcus aureus,meticillin,2013,Ireland,1069,19.9,,,,
Staphylococcus aureus,meticillin,2013,Spain,1777,22.6,,,,
Staphylococcus aureus,meticillin,2013,Hungary,1200,24.0,,,,
Staphylococcus aureus,meticillin,2013,Croatia,520,24.0,,,,
Staphylococcus aureus,meticillin,2013,Slovakia,552,27.0,,,,
Staphylococcus aureus,meticillin,2013,Cyprus,157,32.5,,,,
Staphylococcus aureus,meticillin,2013,Italy,2394,35.8,,,,
Staphylococcus aureus,meticillin,2013,Greece,757,40.3,,,,
Staphylococcus aureus,meticillin,2013,Portugal,2390,46.8,,,,
Staphylococcus aureus,meticillin,2013,Malta,114,51.8,,,,
Staphylococcus aureus,meticillin,2013,Romania,383,64.5,,,,
Streptococcus pneumoniae,macrolides,2010,Latvia,38,,,,5.3,
Streptococcus pneumoniae,macrolides,2010,Estonia,45,,,,4.4,
Streptococcus pneumoniae,macrolides,2010,Norway,547,,,,3.8,
Streptococcus pneumoniae,macrolides,2010,Denmark,954,,,,4.2,
Streptococcus pneumoniae,macrolides,2010,Netherlands,898,,,,6.0,
Streptococcus pneumoniae,macrolides,2010,Sweden,955,,,,4.0,
Streptococcus pneumoniae,macrolides,2010,United Kingdom,1289,,,,4.7,
Streptococcus pneumoniae,macrolides,2010,Czech Republic,288,,,,6.3,
Streptococcus pneumoniae,macrolides,2010,Austria,323,,,,10.5,
Streptococcus pneumoniae,macrolides,2010,Slovenia,232,,,,17.2,
Streptococcus pneumoniae,macrolides,2010,Germany,358,,,,9.2,
Streptococcus pneumoniae,macrolides,2010,Hungary,133,,,,24.1,
Streptococcus pneumoniae,macrolides,2010,Iceland,37,,,,10.8,
Streptococcus pneumoniae,macrolides,2010,Ireland,290,,,,15.5,
Streptococcus pneumoniae,macrolides,2010,Bulgaria,20,,,,25.0,
Streptococcus pneumoniae,macrolides,2010,Finland,607,,,,27.5,
Streptococcus pneumoniae,macrolides,2010,Portugal,156,,,,21.8,
Streptococcus pneumoniae,macrolides,2010,Belgium,1797,,,,24.8,
Streptococcus pneumoniae,macrolides,2010,Italy,297,,,,28.9,
Streptococcus pneumoniae,macrolides,2010,Lithuania,35,,,,0.0,
Streptococcus pneumoniae,macrolides,2010,Luxembourg,50,,,,18.0,
Streptococcus pneumoniae,macrolides,2010,Spain,862,,,,26.7,
Streptococcus pneumoniae,macrolides,2010,Cyprus,11,,,,54.5,
Streptococcus pneumoniae,macrolides,2010,France,1127,,,,30.0,
Streptococcus pneumoniae,macrolides,2010,Poland,71,,,,39.4,
Streptococcus pneumoniae,macrolides,2010,Croatia,101,,,,28.7,
Streptococcus pneumoniae,macrolides,2010,Romania,11,,,,36.4,
Streptococcus pneumoniae,macrolides,2010,Malta,11,,,,18.2,
Streptococcus pneumoniae,macrolides,2011,Latvia,46,,,,0.0,
Streptococcus pneumoniae,macrolides,2011,Estonia,45,,,,2.2,
Streptococcus pneumoniae,macrolides,2011,Norway,570,,,,4.2,
Streptococcus pneumoniae,macrolides,2011,Denmark,896,,,,5.1,
Streptococcus pneumoniae,macrolides,2011,Netherlands,1200,,,,4.5,
Streptococcus pneumoniae,macrolides,2011,Sweden,1143,,,,5.3,
Streptococcus pneumoniae,macrolides,2011,United Kingdom,1263,,,,5.9,
Streptococcus pneumoniae,macrolides,2011,Czech Republic,316,,,,3.5,
Streptococcus pneumoniae,macrolides,2011,Austria,373,,,,11.5,
Streptococcus pneumoniae,macrolides,2011,Slovenia,251,,,,24.3,
Streptococcus pneumoniae,macrolides,2011,Germany,353,,,,7.9,
Streptococcus pneumoniae,macrolides,2011,Hungary,129,,,,14.7,
Streptococcus pneumoniae,macrolides,2011,Iceland,32,,,,21.9,
Streptococcus pneumoniae,macrolides,2011,Slovakia,25,,,,12.0,
Streptococcus pneumoniae,macrolides,2011,Ireland,310,,,,18.4,
Streptococcus pneumoniae,macrolides,2011,Bulgaria,30,,,,13.3,
Streptococcus pneumoniae,macrolides,2011,Finland,638,,,,24.5,
Streptococcus pneumoniae,macrolides,2011,Portugal,417,,,,14.9,
Streptococcus pneumoniae,macrolides,2011,Belgium,1829,,,,26.0,
Streptococcus pneumoniae,macrolides,2011,Italy,266,,,,27.4,
Streptococcus pneumoniae,macrolides,2011,Lithuania,41,,,,26.8,
Streptococcus pneumoniae,macrolides,2011,Luxembourg,52,,,,15.4,
Streptococcus pneumoniae,macrolides,2011,Spain,746,,,,24.8,
Streptococcus pneumoniae,macrolides,2011,Cyprus,12,,,,25.0,
Streptococcus pneumoniae,macrolides,2011,France,1413,,,,26.0,
Streptococcus pneumoniae,macrolides,2011,Poland,135,,,,26.7,
Streptococcus pneumoniae,macrolides,2011,Croatia,123,,,,23.6,
Streptococcus pneumoniae,macrolides,2011,Romania,18,,,,44.4,
Streptococcus pneumoniae,macrolides,2012,Latvia,64,,,,4.7,
Streptococcus pneumoniae,macrolides,2012,Estonia,52,,,,5.8,
Streptococcus pneumoniae,macrolides,2012,Norway,533,,,,5.3,
Streptococcus pneumoniae,macrolides,2012,Denmark,867,,,,6.0,
Streptococcus pneumoniae,macrolides,2012,Netherlands,1153,,,,4.4,
Streptococcus pneumoniae,macrolides,2012,Sweden,947,,,,4.9,
Streptococcus pneumoniae,macrolides,2012,United Kingdom,1114,,,,6.8,
Streptococcus pneumoniae,macrolides,2012,Czech Republic,274,,,,7.7,
Streptococcus pneumoniae,macrolides,2012,Austria,319,,,,17.9,
Streptococcus pneumoniae,macrolides,2012,Slovenia,250,,,,21.2,
Streptococcus pneumoniae,macrolides,2012,Germany,324,,,,7.4,
Streptococcus pneumoniae,macrolides,2012,Hungary,147,,,,19.7,
Streptococcus pneumoniae,macrolides,2012,Iceland,27,,,,7.4,
Streptococcus pneumoniae,macrolides,2012,Slovakia,22,,,,27.3,
Streptococcus pneumoniae,macrolides,2012,Ireland,307,,,,16.9,
Streptococcus pneumoniae,macrolides,2012,Bulgaria,20,,,,20.0,
Streptococcus pneumoniae,macrolides,2012,Finland,586,,,,22.0,
Streptococcus pneumoniae,macrolides,2012,Portugal,308,,,,18.5,
Streptococcus pneumoniae,macrolides,2012,Belgium,1662,,,,25.4,
Streptococcus pneumoniae,macrolides,2012,Italy,243,,,,34.2,
